tau,baseline_entry_date,baseline_next_entry_date,from_asset,target_asset,tau_entry_date,status,delay_trading_days,baseline_window_pnl,tau_window_pnl,missed_pnl,verdict
0.01,2015-12-21,2015-12-28,513100.SH,159915.SZ,,blocked,5,-0.022350106159137906,-0.0025236593059936308,-0.019826446853144275,correct_avoided_loss
0.01,2016-03-15,2016-03-25,518880.SH,513100.SH,2016-03-21,delayed,4,-0.012827142046835549,-0.014300195506131819,0.0014730534592962696,wrong_missed_trend
0.01,2016-03-25,2016-04-01,513100.SH,510300.SH,2016-03-28,delayed,1,0.012835582308660554,0.008205397754639021,0.0046301845540215325,wrong_missed_trend
0.01,2016-04-01,2016-04-20,510300.SH,159915.SZ,2016-04-05,delayed,1,0.021576368022071746,0.030680534530175052,-0.009104166508103306,correct_avoided_loss
0.01,2016-04-20,2016-04-27,159915.SZ,513100.SH,,blocked,5,-0.01115281560771475,-0.08898441297849435,0.0778315973707796,wrong_missed_trend
0.01,2016-04-27,2016-05-26,513100.SH,518880.SH,,blocked,20,-0.01208141733383361,0.0031092110376993443,-0.015190628371532955,correct_avoided_loss
0.01,2016-05-26,2016-06-07,518880.SH,513100.SH,2016-05-31,delayed,3,0.014201426875891654,-0.009923578872661931,0.024125005748553585,wrong_missed_trend
0.01,2016-06-16,2016-06-24,159915.SZ,513100.SH,,blocked,6,-0.00571703906368759,0.005392156862745301,-0.011109195926432891,correct_avoided_loss
0.01,2016-06-24,2016-07-01,513100.SH,159915.SZ,,blocked,5,0.04806109199058639,-0.013588413676373978,0.06164950566696037,wrong_missed_trend
0.01,2016-07-01,2016-07-12,159915.SZ,518880.SH,,blocked,7,0.03850480325888439,0.04400283889283152,-0.005498035633947129,correct_avoided_loss
0.01,2016-07-12,2016-07-19,518880.SH,159915.SZ,,blocked,5,0.006761733991597518,-0.029688192170399974,0.03644992616199749,wrong_missed_trend
0.01,2016-07-19,2016-07-26,159915.SZ,510300.SH,,blocked,5,-0.010473853942523648,-0.007446994902342019,-0.0030268590401816287,correct_avoided_loss
0.01,2016-07-26,2016-08-18,510300.SH,513100.SH,,blocked,17,0.027809637572318247,0.027388922702373586,0.00042071486994466056,wrong_missed_trend
0.01,2016-08-18,2016-09-09,513100.SH,510300.SH,2016-08-30,delayed,8,-0.00892365774931092,0.017088288307552935,-0.026011946056863855,correct_avoided_loss
0.01,2016-09-20,2016-10-10,159915.SZ,513100.SH,2016-09-26,delayed,4,-0.0023351018381639888,-0.022120247958090422,0.019785146119926433,wrong_missed_trend
0.01,2016-10-10,2016-10-17,513100.SH,518880.SH,,blocked,5,0.0020620252536220907,0.01581722319859402,-0.01375519794497193,correct_avoided_loss
0.01,2016-10-17,2016-10-24,518880.SH,513100.SH,,blocked,5,-0.0043931627734363765,-0.0034602076124568004,-0.0009329551609795761,correct_avoided_loss
0.01,2016-10-24,2016-11-08,513100.SH,510300.SH,2016-11-01,delayed,6,0.006576316499997015,0.009175485867004785,-0.00259916936700777,correct_avoided_loss
0.01,2016-11-08,2016-11-15,510300.SH,518880.SH,2016-11-10,delayed,2,-0.032407619926065445,-0.03742035620211104,0.005012736276045593,wrong_missed_trend
0.01,2016-11-15,2016-12-08,518880.SH,510300.SH,2016-11-17,delayed,2,0.023074536315686567,0.028911766171011877,-0.00583722985532531,correct_avoided_loss
0.01,2016-12-08,2017-01-16,510300.SH,513100.SH,2016-12-13,delayed,3,0.03242237028978945,0.00198426060111645,0.030438109688673,wrong_missed_trend
0.01,2017-01-16,2017-02-03,513100.SH,518880.SH,2017-01-17,delayed,1,-0.008867606161478858,-0.012300695376173065,0.003433089214694207,wrong_missed_trend
0.01,2017-02-03,2017-03-23,518880.SH,513100.SH,2017-02-09,delayed,4,0.07526980137505768,0.08480985543661657,-0.009540054061558889,correct_avoided_loss
0.01,2017-03-23,2017-03-30,513100.SH,518880.SH,,blocked,5,0.009205429413716937,0.006575619625695195,0.002629809788021742,wrong_missed_trend
0.01,2017-03-30,2017-04-10,518880.SH,513100.SH,,blocked,5,-0.02198402474452732,-0.013567839195979925,-0.008416185548547395,correct_avoided_loss
0.01,2017-04-26,2017-06-02,518880.SH,513100.SH,2017-04-27,delayed,1,0.03337438822100247,0.0307527936361498,0.002621594584852671,wrong_missed_trend
0.01,2017-06-02,2017-07-27,513100.SH,510300.SH,2017-06-08,delayed,4,0.08228898295974219,0.07777067510076052,0.004518307858981663,wrong_missed_trend
0.01,2017-07-27,2017-08-10,510300.SH,513100.SH,2017-08-03,delayed,5,-0.014185110123745237,0.0073666860790677635,-0.021551796202813,correct_avoided_loss
0.01,2017-08-10,2017-08-17,513100.SH,518880.SH,2017-08-14,delayed,2,-0.004195669991876372,-0.027031509768384088,0.022835839776507716,wrong_missed_trend
0.01,2017-08-17,2017-09-13,518880.SH,159915.SZ,2017-08-21,delayed,2,0.049179873275412955,0.03882928311110789,0.010350590164305062,wrong_missed_trend
0.01,2017-09-13,2017-09-20,159915.SZ,510300.SH,2017-09-14,delayed,1,-0.00485502773356139,-0.0018230882116557767,-0.0030319395219056133,correct_avoided_loss
0.01,2017-09-20,2017-09-27,510300.SH,159915.SZ,,blocked,5,-0.02418640368938918,-0.0015440041173441221,-0.022642399572045058,correct_avoided_loss
0.01,2017-09-27,2017-10-25,159915.SZ,513100.SH,2017-10-17,delayed,9,0.041919513571654354,0.023539122514185884,0.01838039105746847,wrong_missed_trend
0.01,2017-10-25,2017-11-01,513100.SH,510300.SH,2017-10-27,delayed,2,0.011027268847335847,-0.0020470160653908165,0.013074284912726664,wrong_missed_trend
0.01,2017-11-01,2017-11-14,510300.SH,513100.SH,2017-11-03,delayed,2,0.008273985236455283,0.006715270623602887,0.0015587146128523965,wrong_missed_trend
0.01,2018-01-02,2018-01-09,513100.SH,510300.SH,,blocked,5,0.024059933641821685,0.017496635262449267,0.0065632983793724176,wrong_missed_trend
0.01,2018-01-09,2018-01-16,510300.SH,518880.SH,,blocked,5,0.01771902226457378,0.008431733248671858,0.009287289015901923,wrong_missed_trend
0.01,2018-01-16,2018-01-31,518880.SH,510300.SH,,blocked,11,-0.001838944856811242,-0.0016412661195782663,-0.0001976787372329758,correct_avoided_loss
0.01,2018-01-31,2018-02-07,510300.SH,513100.SH,,blocked,5,-0.09306213268925112,-0.027007984969469323,-0.0660541477197818,correct_avoided_loss
0.01,2018-02-07,2018-02-14,513100.SH,518880.SH,2018-02-08,delayed,1,0.03926958202466624,-0.012659598422095186,0.051929180446761425,wrong_missed_trend
0.01,2018-02-14,2018-02-28,518880.SH,159915.SZ,,blocked,5,0.057310690532692554,0.001477104874445967,0.05583358565824659,wrong_missed_trend
0.01,2018-02-28,2018-03-07,159915.SZ,513100.SH,,blocked,5,-0.00038625301898420616,0.00047682779612112647,-0.0008630808151053326,correct_avoided_loss
0.01,2018-03-07,2018-04-11,513100.SH,159915.SZ,,blocked,23,0.022702559216366325,0.023036030714707945,-0.0003334714983416198,correct_avoided_loss
0.01,2018-04-11,2018-04-25,159915.SZ,518880.SH,,blocked,10,-0.003586220056379763,-0.01558891454965361,0.012002694493273847,wrong_missed_trend
0.01,2018-04-25,2018-05-04,518880.SH,159915.SZ,,blocked,5,0.01779461651626435,0.012316715542521672,0.005477900973742678,wrong_missed_trend
0.01,2018-05-04,2018-05-21,159915.SZ,513100.SH,2018-05-07,delayed,1,0.03628530403827179,0.011236732022807283,0.02504857201546451,wrong_missed_trend
0.01,2018-05-21,2018-05-28,513100.SH,510300.SH,,blocked,5,-0.028397741509058272,0.008232235701906454,-0.036629977210964726,correct_avoided_loss
0.01,2018-05-28,2018-07-20,510300.SH,513100.SH,,blocked,38,0.1224552687756606,0.12032660077352819,0.0021286680021324056,wrong_missed_trend
0.01,2018-07-20,2018-07-27,513100.SH,159915.SZ,,blocked,5,0.01151704476539539,0.018795550441120357,-0.007278505675724967,correct_avoided_loss
0.01,2018-07-27,2018-09-04,159915.SZ,513100.SH,,blocked,27,0.030749010083026773,0.03237951807228945,-0.001630507989262675,correct_avoided_loss
0.01,2018-09-04,2018-09-11,513100.SH,510300.SH,,blocked,5,-0.02325187491055103,-0.022611232676878146,-0.0006406422336728834,correct_avoided_loss
0.01,2018-09-11,2018-09-21,510300.SH,513100.SH,,blocked,8,0.0019654311319070583,0.004104477611940105,-0.0021390464800330466,correct_avoided_loss
0.01,2018-09-21,2018-10-08,513100.SH,518880.SH,,blocked,5,-0.0004925996954101564,0.02341137123745818,-0.023903970932868335,correct_avoided_loss
0.01,2018-10-08,2018-10-15,518880.SH,510300.SH,,blocked,5,-0.048203132722483,-0.08810557034885302,0.039902437626370024,wrong_missed_trend
0.01,2018-10-15,2018-11-09,510300.SH,518880.SH,,blocked,19,0.004977223838053879,0.00814211695040723,-0.003164893112353351,correct_avoided_loss
0.01,2018-11-09,2018-12-03,518880.SH,159915.SZ,2018-11-13,delayed,2,0.005429900915574937,-0.03266574909613673,0.03809565001171167,wrong_missed_trend
0.01,2018-12-03,2019-01-22,159915.SZ,518880.SH,2018-12-11,delayed,6,0.05894958450352905,0.016461317906180994,0.04248826659734806,wrong_missed_trend
0.01,2019-01-22,2019-01-31,518880.SH,513100.SH,2019-01-24,delayed,2,-0.02340151660230938,-0.00783560954985496,-0.01556590705245442,correct_avoided_loss
0.01,2019-01-31,2019-02-18,513100.SH,510300.SH,2019-02-14,delayed,5,0.0706338536059774,0.04547714143146564,0.025156712174511764,wrong_missed_trend
0.01,2019-02-18,2019-03-27,510300.SH,159915.SZ,2019-02-22,delayed,4,0.1953783302316534,0.18447883444298707,0.010899495788666336,wrong_missed_trend
0.01,2019-03-27,2019-04-09,159915.SZ,513100.SH,2019-04-03,delayed,5,0.03746452447703019,0.08523509466704327,-0.04777057019001307,correct_avoided_loss
0.01,2019-04-09,2019-04-16,513100.SH,510300.SH,2019-04-11,delayed,2,-0.01715278540990517,-0.02185460893332769,0.004701823523422521,wrong_missed_trend
0.01,2019-04-16,2019-04-23,510300.SH,513100.SH,,blocked,5,-0.0005239338152681627,0.015163002274450665,-0.015686936089718828,correct_avoided_loss
0.01,2019-04-23,2019-04-30,513100.SH,510300.SH,,blocked,5,-0.023917360083886785,0.028815881261654575,-0.05273324134554136,correct_avoided_loss
0.01,2019-04-30,2019-05-15,510300.SH,513100.SH,,blocked,8,-0.06914330207020614,-0.0675195451314855,-0.001623756938720633,correct_avoided_loss
0.01,2019-05-15,2019-07-02,513100.SH,518880.SH,2019-05-22,delayed,5,0.07067318507331066,0.09674774388512342,-0.026074558811812754,correct_avoided_loss
0.01,2019-07-10,2019-07-17,510300.SH,518880.SH,,blocked,5,0.01491155369064412,0.010175266346416079,0.004736287344228041,wrong_missed_trend
0.01,2019-07-17,2019-07-30,518880.SH,513100.SH,,blocked,9,0.008235422788523072,0.005967005967005834,0.0022684168215172384,wrong_missed_trend
0.01,2019-07-30,2019-09-03,513100.SH,518880.SH,2019-08-06,delayed,5,0.1093745041391998,-0.01102583756061526,0.12040034169981506,wrong_missed_trend
0.01,2019-09-03,2019-09-27,518880.SH,159915.SZ,2019-09-04,delayed,1,-0.015741500392719265,-0.004435153655899637,-0.011306346736819628,correct_avoided_loss
0.01,2019-09-27,2019-10-11,159915.SZ,513100.SH,,blocked,5,-0.008352930408893733,0.027546444586803442,-0.035899374995697175,correct_avoided_loss
0.01,2019-10-11,2019-10-18,513100.SH,159915.SZ,,blocked,5,-8.370018347747532e-05,-0.005610972568578454,0.005527272385100979,wrong_missed_trend
0.01,2019-10-18,2019-11-06,159915.SZ,513100.SH,,blocked,13,0.03297062714244192,0.03385579937304106,-0.0008851722305991405,correct_avoided_loss
0.01,2019-11-06,2019-11-13,513100.SH,159915.SZ,,blocked,5,-0.02697068330473129,-0.004305506989757957,-0.022665176314973334,correct_avoided_loss
0.01,2019-11-13,2019-12-11,159915.SZ,513100.SH,,blocked,20,0.023278089278697234,0.025392582692951082,-0.0021144934142538485,correct_avoided_loss
0.01,2019-12-11,2019-12-18,513100.SH,159915.SZ,,blocked,5,0.04068261235796111,0.02997719126751397,0.010705421090447143,wrong_missed_trend
0.01,2019-12-18,2019-12-25,159915.SZ,513100.SH,,blocked,5,0.005070179430501476,0.00759253400822546,-0.002522354577723984,correct_avoided_loss
0.01,2020-01-06,2020-01-14,159915.SZ,513100.SH,,blocked,6,0.03565405621390538,0.019874473703300533,0.01577958251060485,wrong_missed_trend
0.01,2020-01-14,2020-02-03,513100.SH,159915.SZ,2020-01-23,delayed,7,0.006328321412514937,-0.023585154379176965,0.0299134757916919,wrong_missed_trend
0.01,2020-02-03,2020-02-20,159915.SZ,513100.SH,2020-02-07,delayed,4,0.037289795312291485,0.06456215102645735,-0.027272355714165863,correct_avoided_loss
0.01,2020-02-20,2020-02-27,513100.SH,159915.SZ,2020-02-21,delayed,1,0.036103932250974635,-0.013209019566903457,0.04931295181787809,wrong_missed_trend
0.01,2020-02-27,2020-03-05,159915.SZ,518880.SH,2020-02-28,delayed,1,-0.010438292294171814,-0.03985527696278024,0.029416984668608426,wrong_missed_trend
0.01,2020-03-05,2020-03-12,518880.SH,159915.SZ,,blocked,5,-0.04830173944779359,-0.02030974257218532,-0.02799199687560827,correct_avoided_loss
0.01,2020-03-12,2020-04-23,159915.SZ,518880.SH,2020-03-17,delayed,3,0.00012044777028363818,0.03845478235351196,-0.038334334583228324,correct_avoided_loss
0.01,2020-06-01,2020-06-08,513100.SH,518880.SH,,blocked,5,-0.00613957232686746,0.008432897704443887,-0.014572470031311346,correct_avoided_loss
0.01,2020-06-08,2020-07-07,518880.SH,159915.SZ,,blocked,19,0.15273830175341163,0.1739338763775755,-0.021195574624163882,correct_avoided_loss
0.01,2020-07-07,2020-07-14,159915.SZ,510300.SH,,blocked,5,0.016791197494224752,0.14367346938775505,-0.1268822718935303,correct_avoided_loss
0.01,2020-07-14,2020-07-27,510300.SH,159915.SZ,,blocked,9,-0.09494919374845001,-0.09457530335474651,-0.0003738903937035021,correct_avoided_loss
0.01,2020-07-27,2020-08-13,159915.SZ,518880.SH,2020-07-28,delayed,1,-0.039804148931640415,-0.05605953301116695,0.016255384079526536,wrong_missed_trend
0.01,2020-08-13,2020-09-29,518880.SH,513100.SH,2020-08-14,delayed,1,0.12432412986933916,0.15520608628210208,-0.030881956412762923,correct_avoided_loss
0.01,2020-09-29,2020-10-14,513100.SH,510300.SH,,blocked,5,0.06338685909878827,0.047697905102400906,0.015688953996387367,wrong_missed_trend
0.01,2020-10-14,2020-10-26,510300.SH,159915.SZ,2020-10-16,delayed,2,-0.06457004408053613,-0.05489686558202922,-0.009673178498506907,correct_avoided_loss
0.01,2020-10-26,2020-11-02,159915.SZ,510300.SH,,blocked,5,-0.006559595213789793,0.01868044515103362,-0.025240040364823413,correct_avoided_loss
0.01,2020-11-02,2020-11-09,510300.SH,159915.SZ,,blocked,5,0.026299904194702073,0.028872415138509577,-0.0025725109438075044,correct_avoided_loss
0.01,2020-12-15,2020-12-29,510300.SH,159915.SZ,2020-12-17,delayed,2,0.04233118073495645,0.0370954097796623,0.00523577095529415,wrong_missed_trend
0.01,2020-12-29,2021-01-06,159915.SZ,518880.SH,,blocked,5,0.013000083874271207,0.08852459016393466,-0.07552450628966345,correct_avoided_loss
0.01,2021-01-06,2021-01-14,518880.SH,159915.SZ,,blocked,6,0.010961374934589596,0.0123828647925035,-0.0014214898579139046,correct_avoided_loss
0.01,2021-02-03,2021-02-10,159915.SZ,513100.SH,2021-02-04,delayed,1,0.0063337609928104666,0.00883530168154123,-0.0025015406887307634,correct_avoided_loss
0.01,2021-02-10,2021-02-24,513100.SH,159915.SZ,,blocked,5,-0.0681930548272357,-0.026455026455026287,-0.04173802837220941,correct_avoided_loss
0.01,2021-02-24,2021-03-04,159915.SZ,513100.SH,,blocked,6,-0.00464693999577015,-0.009057971014492905,0.004411031018722755,wrong_missed_trend
0.01,2021-03-04,2021-03-11,513100.SH,510300.SH,,blocked,5,-0.09774991236007358,-0.026279707495429627,-0.07147020486464395,correct_avoided_loss
0.01,2021-03-11,2021-03-19,510300.SH,513100.SH,,blocked,6,0.041171397502468565,0.03567237737620266,0.005499020126265908,wrong_missed_trend
0.01,2021-03-19,2021-03-29,513100.SH,518880.SH,2021-03-22,delayed,1,-0.0280746861465192,-0.03223262953865136,0.004157943392132157,wrong_missed_trend
0.01,2021-03-29,2021-04-22,518880.SH,513100.SH,2021-04-06,delayed,5,0.06389016940724002,0.013367594928307858,0.05052257447893216,wrong_missed_trend
0.01,2021-05-10,2021-05-17,159915.SZ,518880.SH,,blocked,5,0.004183608957996299,0.041858815182688636,-0.03767520622469234,correct_avoided_loss
0.01,2021-05-17,2021-05-24,518880.SH,159915.SZ,,blocked,5,0.03403859625747985,0.025536261491317713,0.008502334766162134,wrong_missed_trend
0.01,2021-05-24,2021-05-31,159915.SZ,518880.SH,,blocked,5,-0.010241091936550317,0.036188579017264466,-0.04642967095381478,correct_avoided_loss
0.01,2021-05-31,2021-06-16,518880.SH,159915.SZ,,blocked,11,0.01733907697441106,0.010893944248637988,0.006445132725773073,wrong_missed_trend
0.01,2021-06-16,2021-07-22,159915.SZ,513100.SH,2021-06-18,delayed,2,0.061265372030582466,0.027513529370618572,0.03375184265996389,wrong_missed_trend
0.01,2021-07-22,2021-07-29,513100.SH,159915.SZ,,blocked,5,-0.0740162656582215,0.017780502759043637,-0.09179676841726514,correct_avoided_loss
0.01,2021-07-29,2021-08-05,159915.SZ,518880.SH,,blocked,5,0.0170979158913398,0.004216867469879482,0.012881048421460317,wrong_missed_trend
0.01,2021-08-05,2021-08-12,518880.SH,159915.SZ,,blocked,5,-0.0333340946965317,0.0009998000399917828,-0.034333894736523485,correct_avoided_loss
0.01,2021-08-12,2021-08-25,159915.SZ,513100.SH,,blocked,9,0.023980264959267084,0.023371953655613176,0.0006083113036539078,wrong_missed_trend
0.01,2021-08-25,2021-09-01,513100.SH,510300.SH,,blocked,5,-0.01770936432347303,0.019715010735896987,-0.03742437505937002,correct_avoided_loss
0.01,2021-09-01,2021-09-08,510300.SH,513100.SH,,blocked,5,0.0003898022644337473,-0.004594180704441064,0.004983982968874812,wrong_missed_trend
0.01,2021-09-15,2021-10-12,518880.SH,510300.SH,2021-09-30,delayed,9,0.007755342932291853,-0.035129677341902976,0.04288502027419483,wrong_missed_trend
0.01,2021-10-12,2021-11-03,510300.SH,159915.SZ,2021-10-26,delayed,10,0.04373155867177303,0.0011022353156917575,0.04262932335608127,wrong_missed_trend
0.01,2021-11-03,2021-11-26,159915.SZ,513100.SH,2021-11-04,delayed,1,0.024981352880642405,0.01910628371483858,0.005875069165803826,wrong_missed_trend
0.01,2021-11-26,2021-12-07,513100.SH,159915.SZ,2021-11-30,delayed,2,-0.026047635965315008,-0.03317873026027929,0.00713109429496428,wrong_missed_trend
0.01,2021-12-07,2021-12-30,159915.SZ,510300.SH,2021-12-09,delayed,2,-0.001176226324804186,-0.02046570760440669,0.019289481279602505,wrong_missed_trend
0.01,2021-12-30,2022-03-23,510300.SH,518880.SH,2022-01-12,delayed,8,0.06833173768797018,0.02977404972623776,0.03855768796173242,wrong_missed_trend
0.01,2022-03-23,2022-04-18,518880.SH,513100.SH,2022-03-25,delayed,2,-0.05669771570143112,-0.04626338921900264,-0.01043432648242848,correct_avoided_loss
0.01,2022-05-19,2022-05-31,518880.SH,159915.SZ,2022-05-27,delayed,6,0.013325095081618166,0.023465485948394926,-0.01014039086677676,correct_avoided_loss
0.01,2022-05-31,2022-06-08,159915.SZ,510300.SH,,blocked,5,0.03880166239068905,0.08875219683655544,-0.04995053444586639,correct_avoided_loss
0.01,2022-06-08,2022-07-18,510300.SH,159915.SZ,,blocked,28,0.08251521141548945,0.08151735270379312,0.0009978587116963311,wrong_missed_trend
0.01,2022-07-18,2022-08-25,159915.SZ,513100.SH,2022-07-19,delayed,1,0.07853389451003356,0.09715987019066286,-0.018625975680629292,correct_avoided_loss
0.01,2022-08-25,2022-09-01,513100.SH,518880.SH,,blocked,5,-0.0066394304102629365,-0.02561247216035656,0.018973041750093622,wrong_missed_trend
0.01,2022-09-01,2022-09-08,518880.SH,510300.SH,,blocked,5,-0.008437217887346415,-0.003571122372863833,-0.004866095514482582,correct_avoided_loss
0.01,2022-09-08,2022-11-04,510300.SH,518880.SH,,blocked,35,0.00579368060896801,0.012237297153498305,-0.006443616544530295,correct_avoided_loss
0.01,2022-11-04,2022-11-11,518880.SH,159915.SZ,2022-11-07,delayed,1,-0.008427830931458824,-0.028253805181284508,0.019825974249825684,wrong_missed_trend
0.01,2022-11-11,2022-11-28,159915.SZ,518880.SH,2022-11-14,delayed,1,0.04400311640455801,0.02230278633874594,0.021700330065812068,wrong_missed_trend
0.01,2022-11-28,2022-12-05,518880.SH,510300.SH,,blocked,5,0.04642604427611374,0.005051780752715285,0.04137426352339846,wrong_missed_trend
0.01,2022-12-05,2022-12-12,510300.SH,518880.SH,,blocked,5,-0.000978880738200738,-0.010787202248805472,0.009808321510604734,wrong_missed_trend
0.01,2022-12-12,2022-12-22,518880.SH,510300.SH,,blocked,8,-0.035563738758464636,-0.0406604238541155,0.005096685095650866,wrong_missed_trend
0.01,2022-12-22,2023-01-13,510300.SH,518880.SH,2023-01-05,delayed,9,0.013779634209845293,0.02162214610824198,-0.007842511898396687,correct_avoided_loss
0.01,2023-01-13,2023-02-07,518880.SH,159915.SZ,2023-01-18,delayed,3,0.030697079653066783,0.007993804057591314,0.02270327559547547,wrong_missed_trend
0.01,2023-02-07,2023-03-03,159915.SZ,513100.SH,2023-02-09,delayed,2,-0.02898045514563341,-0.045160443667143,0.016179988521509592,wrong_missed_trend
0.01,2023-03-03,2023-03-10,513100.SH,510300.SH,,blocked,5,-0.018743800983535563,0.033333333333333215,-0.05207713431686878,correct_avoided_loss
0.01,2023-03-10,2023-03-31,510300.SH,518880.SH,2023-03-15,delayed,3,0.03957842483055796,0.012884668450565462,0.026693756379992495,wrong_missed_trend
0.01,2023-03-31,2023-04-10,518880.SH,513100.SH,,blocked,5,0.005294556763454583,0.018832391713747842,-0.01353783495029326,correct_avoided_loss
0.01,2023-04-10,2023-04-17,513100.SH,518880.SH,,blocked,5,0.01490907891237958,0.013670602811057142,0.0012384761013224388,wrong_missed_trend
0.01,2023-04-17,2023-04-24,518880.SH,159915.SZ,,blocked,5,-0.05153399285134541,-0.00219780219780219,-0.04933619065354322,correct_avoided_loss
0.01,2023-04-24,2023-05-05,159915.SZ,513100.SH,,blocked,6,0.00991941373133387,0.011013215859031034,-0.0010938021276971632,correct_avoided_loss
0.01,2023-05-05,2023-05-12,513100.SH,518880.SH,2023-05-08,delayed,1,-0.00843262594494587,0.021239795919047566,-0.029672421863993437,correct_avoided_loss
0.01,2023-05-12,2023-07-24,518880.SH,513100.SH,2023-05-15,delayed,1,0.18709627213853075,0.1926782205082067,-0.00558194836967596,correct_avoided_loss
0.01,2023-07-24,2023-07-31,513100.SH,518880.SH,,blocked,5,-0.014044810694172405,0.005319148936169915,-0.01936395963034232,correct_avoided_loss
0.01,2023-08-14,2023-08-21,510300.SH,518880.SH,,blocked,5,-0.0066997634645985515,-0.024810126582278547,0.018110363117679995,wrong_missed_trend
0.01,2023-08-21,2023-08-28,518880.SH,510300.SH,,blocked,5,-0.015329026499637188,-0.009319586750516029,-0.006009439749121159,correct_avoided_loss
0.01,2023-08-28,2023-09-18,510300.SH,518880.SH,,blocked,15,0.0860578586624603,0.022482014388489402,0.0635758442739709,wrong_missed_trend
0.01,2023-09-18,2023-09-25,518880.SH,513100.SH,,blocked,5,-0.029304908027305343,0.0028583992963941984,-0.03216330732369954,correct_avoided_loss
0.01,2023-09-25,2023-10-11,513100.SH,518880.SH,,blocked,6,-0.04825679899644175,-0.04670028502521406,-0.001556513971227691,correct_avoided_loss
0.01,2023-10-11,2023-10-19,518880.SH,513100.SH,,blocked,6,-0.0010730846099344937,0.040248390064397066,-0.04132147467433156,correct_avoided_loss
0.01,2023-10-19,2023-11-14,513100.SH,518880.SH,,blocked,18,-0.011572672100288228,0.003316382931682016,-0.014889055031970244,correct_avoided_loss
0.01,2023-11-14,2023-11-21,518880.SH,513100.SH,2023-11-17,delayed,3,0.00684172476735001,-0.00442871532456135,0.01127044009191136,wrong_missed_trend
0.01,2023-11-21,2023-11-28,513100.SH,159915.SZ,,blocked,5,-0.024841793625575037,0.005240174672489495,-0.030081968298064532,correct_avoided_loss
0.01,2023-11-28,2023-12-08,159915.SZ,513100.SH,,blocked,8,-0.013578419290821708,-0.009556907037358786,-0.004021512253462922,correct_avoided_loss
0.01,2023-12-08,2023-12-15,513100.SH,518880.SH,,blocked,5,0.016488167217194816,0.05614035087719316,-0.03965218365999834,correct_avoided_loss
0.01,2023-12-15,2024-01-11,518880.SH,513100.SH,,blocked,18,0.011445663645442083,0.004152823920266169,0.007292839725175915,wrong_missed_trend
0.01,2024-01-11,2024-01-22,513100.SH,518880.SH,,blocked,7,0.012123395234760359,0.027295285359801635,-0.015171890125041276,correct_avoided_loss
0.01,2024-01-22,2024-02-27,518880.SH,513100.SH,,blocked,20,0.03119447703023126,0.053140096618357724,-0.021945619588126464,correct_avoided_loss
0.01,2024-02-27,2024-03-05,513100.SH,510300.SH,2024-02-28,delayed,1,0.026580646565626642,0.01204020512224524,0.014540441443381402,wrong_missed_trend
0.01,2024-03-05,2024-03-22,510300.SH,159915.SZ,2024-03-06,delayed,1,0.03859512983371305,0.048049085122700674,-0.009453955288987625,correct_avoided_loss
0.01,2024-05-07,2024-05-21,518880.SH,510300.SH,,blocked,10,0.015114548859833876,-0.00047565969055607393,0.01559020855038995,wrong_missed_trend
0.01,2024-05-21,2024-07-15,510300.SH,513100.SH,2024-05-22,delayed,1,0.0913380281143441,0.0824875495833266,0.008850478531017503,wrong_missed_trend
0.01,2024-07-15,2024-07-22,513100.SH,518880.SH,2024-07-18,delayed,3,0.003518300257471463,-0.040619401441228886,0.04413770169870035,wrong_missed_trend
0.01,2024-07-22,2024-07-29,518880.SH,510300.SH,,blocked,5,-0.03349617031687491,-0.013824884792626668,-0.01967128552424824,correct_avoided_loss
0.01,2024-07-29,2024-09-02,510300.SH,518880.SH,,blocked,25,0.02215678799719467,0.03214953271028076,-0.009992744713086088,correct_avoided_loss
0.01,2024-09-02,2024-09-09,518880.SH,513100.SH,2024-09-03,delayed,1,-0.043035851605981446,-0.04767117039750279,0.004635318791521348,wrong_missed_trend
0.01,2024-09-09,2024-09-26,513100.SH,518880.SH,2024-09-18,delayed,5,0.028737617752725653,0.0663584412944731,-0.03762082354174745,correct_avoided_loss
0.01,2024-09-26,2024-11-04,518880.SH,159915.SZ,2024-09-27,delayed,1,0.3035316679884277,0.21868600890203505,0.08484565908639263,wrong_missed_trend
0.01,2024-11-18,2024-12-13,159915.SZ,513100.SH,2024-11-25,delayed,5,0.08478336151062371,0.02396122769854947,0.06082213381207424,wrong_missed_trend
0.01,2024-12-13,2024-12-20,513100.SH,518880.SH,,blocked,5,-0.022576362664889826,0.008039579468150482,-0.030615942133040308,correct_avoided_loss
0.01,2024-12-20,2025-01-13,518880.SH,513100.SH,,blocked,15,0.004600927196342308,2.220446049250313e-16,0.004600927196342086,wrong_missed_trend
0.01,2025-01-13,2025-02-18,513100.SH,518880.SH,2025-01-16,delayed,3,0.052412047334562395,0.06410836550733778,-0.011696318172775388,correct_avoided_loss
0.01,2025-03-13,2025-03-20,159915.SZ,510300.SH,,blocked,5,0.019492580758338596,0.013494648673801679,0.005997932084536917,wrong_missed_trend
0.01,2025-03-20,2025-05-09,510300.SH,518880.SH,2025-03-24,delayed,2,0.10784247998976393,0.08118126554099292,0.02666121444877101,wrong_missed_trend
0.01,2025-06-13,2025-06-20,513100.SH,518880.SH,2025-06-16,delayed,1,-0.031877858232109646,-0.027920728377388127,-0.0039571298547215195,correct_avoided_loss
